movieId,movie_encoded,genres,year,clean_title
539,259,Comedy|Drama|Romance,1993,Sleepless in Seattle
540,260,Thriller,1993,Sliver
541,261,Action|Sci-Fi|Thriller,1982,Blade Runner
542,262,Comedy|Drama|Romance,1993,Son in Law
543,263,Comedy|Romance|Thriller,1993,So I Married an Axe Murderer
546,264,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,Super Mario Bros.
551,265,Animation|Children|Fantasy|Musical,1993,"Nightmare Before Christmas, The"
552,266,Action|Adventure|Comedy|Romance,1993,"Three Musketeers, The"
553,267,Action|Drama|Western,1993,Tombstone
555,268,Crime|Thriller,1993,True Romance
562,269,Comedy|Drama,1995,Welcome to the Dollhouse
575,270,Children|Comedy,1994,"Little Rascals, The"
585,271,Comedy,1995,"Brady Bunch Movie, The"
586,272,Children|Comedy,1990,Home Alone
587,273,Comedy|Drama|Fantasy|Romance|Thriller,1990,Ghost
588,274,Adventure|Animation|Children|Comedy|Musical,1992,Aladdin
589,275,Action|Sci-Fi,1991,Terminator 2: Judgment Day
590,276,Adventure|Drama|Western,1990,Dances with Wolves
592,277,Action|Crime|Thriller,1989,Batman
593,278,Crime|Horror|Thriller,1991,"Silence of the Lambs, The"
594,279,Animation|Children|Drama|Fantasy|Musical,1937,Snow White and the Seven Dwarfs
595,280,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,Beauty and the Beast
596,281,Animation|Children|Fantasy|Musical,1940,Pinocchio
597,282,Comedy|Romance,1990,Pretty Woman
599,283,Adventure|Western,1969,"Wild Bunch, The"
605,284,Drama|Romance,1996,One Fine Day
608,285,Comedy|Crime|Drama|Thriller,1996,Fargo
609,286,Adventure|Children,1996,Homeward Bound II: Lost in San Francisco
610,287,Action|Adventure|Animation|Horror|Sci-Fi,1981,Heavy Metal
616,288,Animation|Children,1970,"Aristocats, The"
628,289,Crime|Drama|Mystery|Thriller,1996,Primal Fear
631,290,Adventure|Animation|Children|Fantasy|Musical|Romance,1996,All Dogs Go to Heaven 2
637,291,Comedy,1996,Sgt. Bilko
640,292,Drama|Thriller,1996,Diabolique
647,293,Action|Crime|Drama|War,1996,Courage Under Fire
648,294,Action|Adventure|Mystery|Thriller,1996,Mission: Impossible
653,295,Action|Adventure|Fantasy,1996,Dragonheart
661,296,Adventure|Animation|Children|Fantasy|Musical,1996,James and the Giant Peach
663,297,Comedy,1996,Kids in the Hall: Brain Candy
671,298,Comedy|Sci-Fi,1996,Mystery Science Theater 3000: The Movie
673,299,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,Space Jam
694,300,Action|Crime|Drama,1996,"Substitute, The"
707,301,Crime|Drama|Thriller,1996,Mulholland Falls
708,302,Comedy|Romance,1996,"Truth About Cats & Dogs, The"
709,303,Adventure|Animation|Children|Comedy|Musical,1988,Oliver & Company
711,304,Adventure|Children,1996,Flipper
714,305,Drama|Mystery|Western,1995,Dead Man
719,306,Comedy,1996,Multiplicity
720,307,Adventure|Animation|Comedy,1996,Wallace & Gromit: The Best of Aardman Animation
724,308,Drama|Fantasy|Horror|Thriller,1996,"Craft, The"
728,309,Comedy,1995,Cold Comfort Farm
733,310,Action|Adventure|Thriller,1996,"Rock, The"
736,311,Action|Adventure|Romance|Thriller,1996,Twister
737,312,Action|Sci-Fi,1996,Barb Wire
741,313,Animation|Sci-Fi,1995,Ghost in the Shell (Kôkaku kidôtai)
742,314,Horror|Thriller,1996,Thinner
743,315,Comedy,1996,Spy Hard
745,316,Animation|Children|Comedy,1995,Wallace & Gromit: A Close Shave
748,317,Action|Sci-Fi|Thriller,1996,"Arrival, The"
750,318,Comedy|War,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
761,319,Action|Adventure,1996,"Phantom, The"
762,320,Comedy|Crime,1996,Striptease
765,321,Comedy|Drama,1996,Jack
778,322,Comedy|Crime|Drama,1996,Trainspotting
780,323,Action|Adventure|Sci-Fi|Thriller,1996,Independence Day (a.k.a. ID4)
783,324,Animation|Children|Drama|Musical|Romance,1996,"Hunchback of Notre Dame, The"
784,325,Comedy|Thriller,1996,"Cable Guy, The"
785,326,Comedy,1996,Kingpin
786,327,Action|Drama|Thriller,1996,Eraser
788,328,Comedy|Fantasy|Romance|Sci-Fi,1996,"Nutty Professor, The"
798,329,Action|Adventure|Drama|Thriller,1996,Daylight
799,330,Comedy|Horror|Thriller,1996,"Frighteners, The"
800,331,Drama|Mystery|Western,1996,Lone Star
801,332,Children|Comedy,1996,Harriet the Spy
802,333,Drama|Romance,1996,Phenomenon
805,334,Drama|Thriller,1996,"Time to Kill, A"
810,335,Children|Comedy|Fantasy,1996,Kazaam
818,336,Comedy,1996,"Very Brady Sequel, A"
830,337,Comedy,1996,"First Wives Club, The"
832,338,Crime|Thriller,1996,Ransom
836,339,Action|Adventure|Thriller,1996,Chain Reaction
837,340,Children|Comedy|Fantasy,1996,Matilda
838,341,Comedy|Drama|Romance,1996,Emma
839,342,Action|Thriller,1996,"Crow: City of Angels, The"
842,343,Comedy|Horror,1996,Tales from the Crypt Presents: Bordello of Blood
849,344,Action|Adventure|Sci-Fi|Thriller,1996,Escape from L.A.
852,345,Comedy|Drama|Romance,1996,Tin Cup
858,346,Crime|Drama,1972,"Godfather, The"
866,347,Crime|Drama|Romance|Thriller,1996,Bound
880,348,Sci-Fi|Thriller,1996,"Island of Dr. Moreau, The"
892,349,Comedy|Drama|Romance,1996,Twelfth Night
898,350,Comedy|Drama|Romance,1940,"Philadelphia Story, The"
899,351,Comedy|Musical|Romance,1952,Singin' in the Rain
900,352,Musical|Romance,1951,"American in Paris, An"
902,353,Drama|Romance,1961,Breakfast at Tiffany's
903,354,Drama|Mystery|Romance|Thriller,1958,Vertigo
904,355,Mystery|Thriller,1954,Rear Window
905,356,Comedy|Romance,1934,It Happened One Night
908,357,Action|Adventure|Mystery|Romance|Thriller,1959,North by Northwest
909,358,Comedy|Drama|Romance,1960,"Apartment, The"
910,359,Comedy|Crime,1959,Some Like It Hot
911,360,Comedy|Crime|Mystery|Romance|Thriller,1963,Charade
912,361,Drama|Romance,1942,Casablanca
913,362,Film-Noir|Mystery,1941,"Maltese Falcon, The"
914,363,Comedy|Drama|Musical|Romance,1964,My Fair Lady
915,364,Comedy|Romance,1954,Sabrina
916,365,Comedy|Drama|Romance,1953,Roman Holiday
918,366,Musical,1944,Meet Me in St. Louis
919,367,Adventure|Children|Fantasy|Musical,1939,"Wizard of Oz, The"
920,368,Drama|Romance|War,1939,Gone with the Wind
922,369,Drama|Film-Noir|Romance,1950,Sunset Blvd. (a.k.a. Sunset Boulevard)
923,370,Drama|Mystery,1941,Citizen Kane
924,371,Adventure|Drama|Sci-Fi,1968,2001: A Space Odyssey
926,372,Drama,1950,All About Eve
928,373,Drama|Mystery|Romance|Thriller,1940,Rebecca
930,374,Film-Noir|Romance|Thriller,1946,Notorious
933,375,Crime|Mystery|Romance|Thriller,1955,To Catch a Thief
934,376,Comedy,1950,Father of the Bride
951,377,Comedy|Romance,1940,His Girl Friday
952,378,Adventure|Comedy,1956,Around the World in 80 Days
953,379,Children|Drama|Fantasy|Romance,1946,It's a Wonderful Life
954,380,Drama,1939,Mr. Smith Goes to Washington
955,381,Comedy|Romance,1938,Bringing Up Baby
965,382,Drama|Mystery|Thriller,1935,"39 Steps, The"
968,383,Horror|Sci-Fi|Thriller,1968,Night of the Living Dead
969,384,Adventure|Comedy|Romance|War,1951,"African Queen, The"
971,385,Drama,1958,Cat on a Hot Tin Roof
986,386,Adventure|Children,1996,Fly Away Home
991,387,Drama,1996,Michael Collins
994,388,Comedy|Drama,1996,Big Night
996,389,Action|Crime|Drama|Thriller,1996,Last Man Standing
999,390,Crime|Film-Noir,1996,2 Days in the Valley
1007,391,Children|Comedy|Western,1975,"Apple Dumpling Gang, The"
1013,392,Children|Comedy|Romance,1961,"Parent Trap, The"
1015,393,Adventure|Children|Drama,1993,Homeward Bound: The Incredible Journey
1017,394,Adventure|Children,1960,Swiss Family Robinson
1019,395,Adventure|Drama|Sci-Fi,1954,"20,000 Leagues Under the Sea"
1020,396,Comedy,1993,Cool Runnings
1021,397,Children|Comedy,1994,Angels in the Outfield
1022,398,Animation|Children|Fantasy|Musical|Romance,1950,Cinderella
1023,399,Animation|Children|Musical,1968,Winnie the Pooh and the Blustery Day
1025,400,Animation|Children|Fantasy|Musical,1963,"Sword in the Stone, The"
1027,401,Adventure|Drama,1991,Robin Hood: Prince of Thieves
1028,402,Children|Comedy|Fantasy|Musical,1964,Mary Poppins
1029,403,Animation|Children|Drama|Musical,1941,Dumbo
1030,404,Adventure|Animation|Children|Musical,1977,Pete's Dragon
1031,405,Adventure|Children|Musical,1971,Bedknobs and Broomsticks
1032,406,Adventure|Animation|Children|Fantasy|Musical,1951,Alice in Wonderland
1033,407,Animation|Children|Drama,1981,"Fox and the Hound, The"
1035,408,Musical|Romance,1965,"Sound of Music, The"
1036,409,Action|Crime|Thriller,1988,Die Hard
1037,410,Action|Horror|Sci-Fi|Thriller,1992,"Lawnmower Man, The"
1041,411,Drama,1996,Secrets & Lies
1042,412,Comedy|Drama,1996,That Thing You Do!
1047,413,Action|Drama|Thriller,1996,"Long Kiss Goodnight, The"
1049,414,Action|Adventure,1996,"Ghost and the Darkness, The"
1057,415,Comedy|Musical|Romance,1996,Everyone Says I Love You
1059,416,Drama|Romance,1996,William Shakespeare's Romeo + Juliet
1060,417,Comedy|Drama,1996,Swingers
1061,418,Thriller,1996,Sleepers
1064,419,Animation|Children|Comedy|Fantasy|Musical|Romance,1996,Aladdin and the King of Thieves
1073,420,Children|Comedy|Fantasy|Musical,1971,Willy Wonka & the Chocolate Factory
1077,421,Comedy|Sci-Fi,1973,Sleeper
1078,422,Comedy|War,1971,Bananas
1079,423,Comedy|Crime,1988,"Fish Called Wanda, A"
1080,424,Comedy,1979,Monty Python's Life of Brian
1081,425,Comedy|Musical|Romance,1982,Victor/Victoria
1084,426,Crime|Drama,1967,Bonnie and Clyde
1086,427,Crime|Mystery|Thriller,1954,Dial M for Murder
1088,428,Drama|Musical|Romance,1987,Dirty Dancing
1089,429,Crime|Mystery|Thriller,1992,Reservoir Dogs
1090,430,Drama|War,1986,Platoon
1091,431,Comedy,1989,Weekend at Bernie's
1092,432,Crime|Mystery|Thriller,1992,Basic Instinct
1093,433,Drama,1991,"Doors, The"
1094,434,Drama|Romance|Thriller,1992,"Crying Game, The"
1095,435,Drama,1992,Glengarry Glen Ross
1096,436,Drama,1982,Sophie's Choice
1097,437,Children|Drama|Sci-Fi,1982,E.T. the Extra-Terrestrial
1100,438,Action|Drama|Romance,1990,Days of Thunder
1101,439,Action|Romance,1986,Top Gun
1103,440,Drama,1955,Rebel Without a Cause
1104,441,Drama,1951,"Streetcar Named Desire, A"
1120,442,Comedy|Drama,1996,"People vs. Larry Flynt, The"
1124,443,Drama,1981,On Golden Pond
1125,444,Comedy|Crime,1975,"Return of the Pink Panther, The"
1127,445,Action|Adventure|Sci-Fi|Thriller,1989,"Abyss, The"
1129,446,Action|Adventure|Sci-Fi|Thriller,1981,Escape from New York
1131,447,Drama|Mystery,1986,Jean de Florette
1135,448,Comedy,1980,Private Benjamin
1136,449,Adventure|Comedy|Fantasy,1975,Monty Python and the Holy Grail
1147,450,Documentary,1996,When We Were Kings
1148,451,Animation|Children|Comedy|Crime,1993,Wallace & Gromit: The Wrong Trousers
1171,452,Comedy,1992,Bob Roberts
1172,453,Drama,1989,Cinema Paradiso (Nuovo cinema Paradiso)
1173,454,Comedy|Drama,1989,"Cook the Thief His Wife & Her Lover, The"
1175,455,Comedy|Drama|Romance,1991,Delicatessen
1178,456,Drama|War,1957,Paths of Glory
1179,457,Crime|Drama|Film-Noir,1990,"Grifters, The"
1183,458,Drama|Romance|War,1996,"English Patient, The"
1185,459,Drama,1989,My Left Foot
1186,460,Drama,1989,"Sex, Lies, and Videotape"
1188,461,Comedy|Romance,1992,Strictly Ballroom
1189,462,Documentary,1988,"Thin Blue Line, The"
1193,463,Drama,1975,One Flew Over the Cuckoo's Nest
1194,464,Comedy,1978,Cheech and Chong's Up in Smoke
1196,465,Action|Adventure|Sci-Fi,1980,Star Wars: Episode V - The Empire Strikes Back
1197,466,Action|Adventure|Comedy|Fantasy|Romance,1987,"Princess Bride, The"
1198,467,Action|Adventure,1981,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)
1199,468,Fantasy|Sci-Fi,1985,Brazil
1200,469,Action|Adventure|Horror|Sci-Fi,1986,Aliens
1201,470,Action|Adventure|Western,1966,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)"
1203,471,Drama,1957,12 Angry Men
1204,472,Adventure|Drama|War,1962,Lawrence of Arabia
1206,473,Crime|Drama|Sci-Fi|Thriller,1971,"Clockwork Orange, A"
1207,474,Drama,1962,To Kill a Mockingbird
1208,475,Action|Drama|War,1979,Apocalypse Now
1209,476,Action|Drama|Western,1968,Once Upon a Time in the West (C'era una volta il West)
1210,477,Action|Adventure|Sci-Fi,1983,Star Wars: Episode VI - Return of the Jedi
1211,478,Drama|Fantasy|Romance,1987,"Wings of Desire (Himmel über Berlin, Der)"
1212,479,Film-Noir|Mystery|Thriller,1949,"Third Man, The"
1213,480,Crime|Drama,1990,Goodfellas
1214,481,Horror|Sci-Fi,1979,Alien
1215,482,Action|Adventure|Comedy|Fantasy|Horror,1993,Army of Darkness
1216,483,Adventure|Drama|Romance,1988,"Big Blue, The (Grand bleu, Le)"
1217,484,Drama|War,1985,Ran
1218,485,Action|Crime|Drama|Thriller,1989,"Killer, The (Die xue shuang xiong)"
1219,486,Crime|Horror,1960,Psycho
1220,487,Action|Comedy|Musical,1980,"Blues Brothers, The"
